Serial Number,Zone_ID,ID_Campagne_Vaccination,Region,District,Aire_de_sante,Nom_du_site,ID_Site,date_debut_enregistrement,GPS_Lat,GPS_Long,Trajet_Km,Niveau_accessibilite,Moyen_transport,Immatriculation_vehicule,Carte_grise,Nom_chauffeur,Permis_conduire,Statut_site,ID_Superviseur,Nom_Superviseur,ID_Agent_Sante,Nom_Agent_Sante,Profession_Agent,Fonction_Agent,Experience_Vaccination,Annees_Experience,Formation_Specifique,Approbation_Formation_Superviseur,ID_Materiel,Nom_materiel,Type_materiel,Stock_Depart,Stock_transporte,Materiel_Fonctionnel,Nom_Demandeur,Temperature_Conservation,Date_Transport,Lieu_Depart,Lieu_Arrivee,Date_Arrivee,Nom_Receveur,Stock_Restant,Rupture_Stock,Date_fin_enregistrement
254,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2024-03-03,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,736,Ngono Claire,Médecin,Vaccinateur,Oui,6,Polio,Non,2,Thermos,Froid,120,26,Non,Tchinda Jules,5.9,2024-03-02,Depot Central Douala,CSI Deido Nord,2024-03-04,Ngono Claire,11,Non,2024-05-07
255,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2024-03-03,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,736,Ngono Claire,Médecin,Vaccinateur,Oui,6,Polio,Non,3,Kit seringues,Consumable,101,89,Oui,Tchinda Jules,N/A,2024-03-02,Depot Central Douala,CSI Deido Nord,2024-03-03,Ngono Claire,58,Non,2024-05-07
256,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2024-03-03,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,736,Ngono Claire,Médecin,Vaccinateur,Oui,6,Polio,Non,4,Carnets,Papeterie,189,78,Oui,Tchinda Jules,N/A,2024-03-02,Depot Central Douala,CSI Deido Nord,2024-03-03,Ngono Claire,61,Non,2024-05-07
257,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2025-06-28,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,1,Glacière,Froid,117,52,Oui,Tchinda Jules,4.1,2025-06-25,Depot Central Douala,CSI Deido Nord,2025-06-27,Abanda Claire,30,Non,2025-08-26
258,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2025-06-28,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,2,Thermos,Froid,148,121,Oui,Tchinda Jules,3.8,2025-06-25,Depot Central Douala,CSI Deido Nord,2025-06-27,Abanda Claire,23,Non,2025-08-26
259,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2025-06-28,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,98,68,Non,Tchinda Jules,N/A,2025-06-27,Depot Central Douala,CSI Deido Nord,2025-06-29,Abanda Claire,50,Non,2025-08-26
260,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2025-06-28,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,148,85,Non,Tchinda Jules,N/A,2025-06-26,Depot Central Douala,CSI Deido Nord,2025-06-28,Abanda Claire,81,Non,2025-08-26
261,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2024-03-21,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,601,Fotsing Claire,Relais communautaire,Mobilisateur,Non,0,Polio,Non,1,Glacière,Froid,73,51,Oui,Tchinda Jules,2.1,2024-03-19,Depot Central Douala,CSI Deido Nord,2024-03-20,Fotsing Claire,4,Non,2024-05-25
262,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2024-03-21,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,601,Fotsing Claire,Relais communautaire,Mobilisateur,Non,0,Polio,Non,2,Thermos,Froid,91,26,Non,Tchinda Jules,3.6,2024-03-18,Depot Central Douala,CSI Deido Nord,2024-03-19,Fotsing Claire,24,Non,2024-05-25
263,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2024-03-21,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,601,Fotsing Claire,Relais communautaire,Mobilisateur,Non,0,Polio,Non,3,Kit seringues,Consumable,180,153,Non,Tchinda Jules,N/A,2024-03-18,Depot Central Douala,CSI Deido Nord,2024-03-19,Fotsing Claire,83,Non,2024-05-25
264,Zone 1,POL-032024-LIT,Littoral,Deido,Deido Nord,CSI Deido Nord,LIT-DEID-03,2024-03-21,3.900523,9.787847,39,Facile,Voiture,AM 1527 ME,Oui,Mebenga Patrick,Oui,Actif,1,Tchinda Jules,601,Fotsing Claire,Relais communautaire,Mobilisateur,Non,0,Polio,Non,4,Carnets,Papeterie,62,53,Non,Tchinda Jules,N/A,2024-03-18,Depot Central Douala,CSI Deido Nord,2024-03-19,Fotsing Claire,36,Non,2024-05-25
265,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2024-03-15,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,975,Abena Serge,Infirmier,Vaccinateur,Non,0,Polio,Oui,1,Glacière,Froid,116,112,Non,Tchinda Jules,6.8,2024-03-12,Depot Central Douala,Centre de Santé Ndokoti 2,2024-03-14,Abena Serge,92,Non,2024-05-05
266,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2024-03-15,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,975,Abena Serge,Infirmier,Vaccinateur,Non,0,Polio,Oui,2,Thermos,Froid,144,86,Oui,Tchinda Jules,4.6,2024-03-12,Depot Central Douala,Centre de Santé Ndokoti 2,2024-03-14,Abena Serge,53,Non,2024-05-05
267,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2024-03-15,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,975,Abena Serge,Infirmier,Vaccinateur,Non,0,Polio,Oui,3,Kit seringues,Consumable,92,71,Non,Tchinda Jules,N/A,2024-03-14,Depot Central Douala,Centre de Santé Ndokoti 2,2024-03-15,Abena Serge,17,Non,2024-05-05
268,Zone 2,POL-032024-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2024-03-15,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,975,Abena Serge,Infirmier,Vaccinateur,Non,0,Polio,Oui,4,Carnets,Papeterie,109,10,Oui,Tchinda Jules,N/A,2024-03-13,Depot Central Douala,Centre de Santé Ndokoti 2,2024-03-14,Abena Serge,8,Non,2024-05-05
269,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-10,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,166,Nkeng Victor,Aide-soignant,Enregistreur,Oui,3,Rougeole,Non,1,Glacière,Froid,168,87,Non,Tchinda Jules,5.2,2025-06-07,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-09,Nkeng Victor,42,Non,2025-08-08
270,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-10,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,166,Nkeng Victor,Aide-soignant,Enregistreur,Oui,3,Rougeole,Non,2,Thermos,Froid,180,126,Non,Tchinda Jules,7.9,2025-06-09,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-11,Nkeng Victor,52,Non,2025-08-08
271,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-10,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,166,Nkeng Victor,Aide-soignant,Enregistreur,Oui,3,Rougeole,Non,3,Kit seringues,Consumable,76,15,Non,Tchinda Jules,N/A,2025-06-08,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-10,Nkeng Victor,13,Non,2025-08-08
272,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-10,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,166,Nkeng Victor,Aide-soignant,Enregistreur,Oui,3,Rougeole,Non,4,Carnets,Papeterie,77,18,Oui,Tchinda Jules,N/A,2025-06-09,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-10,Nkeng Victor,1,Non,2025-08-08
273,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-18,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,980,Biya Rose,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Non,1,Glacière,Froid,50,40,Non,Tchinda Jules,2.2,2025-06-16,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-18,Biya Rose,2,Non,2025-08-19
274,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-18,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,980,Biya Rose,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Non,2,Thermos,Froid,158,124,Oui,Tchinda Jules,4.3,2025-06-16,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-17,Biya Rose,94,Non,2025-08-19
275,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-18,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,980,Biya Rose,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Non,3,Kit seringues,Consumable,76,16,Non,Tchinda Jules,N/A,2025-06-15,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-17,Biya Rose,7,Non,2025-08-19
276,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,Centre de Santé Ndokoti 2,LIT-DES-01,2025-06-18,3.928923,9.61381,12,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,980,Biya Rose,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Non,4,Carnets,Papeterie,78,76,Non,Tchinda Jules,N/A,2025-06-17,Depot Central Douala,Centre de Santé Ndokoti 2,2025-06-19,Biya Rose,31,Non,2025-08-19
277,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-04,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,895,Tchinda Jules,Infirmier,Vaccinateur,Non,0,Rubéole,Non,1,Glacière,Froid,148,37,Oui,Tchinda Jules,6.1,2024-12-03,Depot Central Douala,Hôpital Loum,2024-12-04,Tchinda Jules,9,Non,2025-01-31
278,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-04,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,895,Tchinda Jules,Infirmier,Vaccinateur,Non,0,Rubéole,Non,2,Thermos,Froid,196,46,Non,Tchinda Jules,3.4,2024-12-02,Depot Central Douala,Hôpital Loum,2024-12-03,Tchinda Jules,38,Non,2025-01-31
279,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-04,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,895,Tchinda Jules,Infirmier,Vaccinateur,Non,0,Rubéole,Non,3,Kit seringues,Consumable,154,47,Oui,Tchinda Jules,N/A,2024-12-02,Depot Central Douala,Hôpital Loum,2024-12-03,Tchinda Jules,30,Non,2025-01-31
280,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-04,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,895,Tchinda Jules,Infirmier,Vaccinateur,Non,0,Rubéole,Non,4,Carnets,Papeterie,62,36,Non,Tchinda Jules,N/A,2024-12-03,Depot Central Douala,Hôpital Loum,2024-12-05,Tchinda Jules,31,Non,2025-01-31
281,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-03-17,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,247,Mendomo Serge,Aide-soignant,Enregistreur,Non,0,Polio,Non,1,Glacière,Froid,182,78,Oui,Tchinda Jules,3.0,2024-03-15,Depot Central Douala,Hôpital Loum,2024-03-17,Mendomo Serge,55,Non,2024-05-11
282,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-03-17,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,247,Mendomo Serge,Aide-soignant,Enregistreur,Non,0,Polio,Non,2,Thermos,Froid,156,98,Non,Tchinda Jules,3.0,2024-03-16,Depot Central Douala,Hôpital Loum,2024-03-18,Mendomo Serge,65,Non,2024-05-11
283,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-03-17,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,247,Mendomo Serge,Aide-soignant,Enregistreur,Non,0,Polio,Non,3,Kit seringues,Consumable,68,47,Non,Tchinda Jules,N/A,2024-03-15,Depot Central Douala,Hôpital Loum,2024-03-17,Mendomo Serge,0,Oui,2024-05-11
284,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-03-17,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,247,Mendomo Serge,Aide-soignant,Enregistreur,Non,0,Polio,Non,4,Carnets,Papeterie,113,41,Non,Tchinda Jules,N/A,2024-03-14,Depot Central Douala,Hôpital Loum,2024-03-16,Mendomo Serge,1,Non,2024-05-11
285,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-16,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,609,Mouafo Franck,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Non,1,Glacière,Froid,103,20,Oui,Tchinda Jules,6.0,2024-12-14,Depot Central Douala,Hôpital Loum,2024-12-16,Mouafo Franck,7,Non,2025-02-07
286,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-16,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,609,Mouafo Franck,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Non,2,Thermos,Froid,86,71,Oui,Tchinda Jules,4.9,2024-12-13,Depot Central Douala,Hôpital Loum,2024-12-15,Mouafo Franck,62,Non,2025-02-07
287,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-16,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,609,Mouafo Franck,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Non,3,Kit seringues,Consumable,125,18,Oui,Tchinda Jules,N/A,2024-12-14,Depot Central Douala,Hôpital Loum,2024-12-16,Mouafo Franck,14,Non,2025-02-07
288,Zone 2,RUB-122024-LIT,Littoral,Loum,Loum Urbain,Hôpital Loum,LIT-HOPI-01,2024-12-16,3.934778,9.782081,29,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,609,Mouafo Franck,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Non,4,Carnets,Papeterie,61,45,Non,Tchinda Jules,N/A,2024-12-13,Depot Central Douala,Hôpital Loum,2024-12-15,Mouafo Franck,43,Non,2025-02-07
289,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2025-06-25,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,137,Nkeng Victor,Infirmier,Vaccinateur,Oui,8,Rougeole,Oui,1,Glacière,Froid,175,167,Non,Tchinda Jules,5.2,2025-06-24,Depot Central Douala,Centre Communautaire Ekité,2025-06-25,Nkeng Victor,28,Non,2025-08-14
290,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2025-06-25,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,137,Nkeng Victor,Infirmier,Vaccinateur,Oui,8,Rougeole,Oui,2,Thermos,Froid,81,67,Oui,Tchinda Jules,5.7,2025-06-24,Depot Central Douala,Centre Communautaire Ekité,2025-06-25,Nkeng Victor,23,Non,2025-08-14
291,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2025-06-25,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,137,Nkeng Victor,Infirmier,Vaccinateur,Oui,8,Rougeole,Oui,3,Kit seringues,Consumable,187,12,Oui,Tchinda Jules,N/A,2025-06-23,Depot Central Douala,Centre Communautaire Ekité,2025-06-25,Nkeng Victor,5,Non,2025-08-14
292,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2025-06-25,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,137,Nkeng Victor,Infirmier,Vaccinateur,Oui,8,Rougeole,Oui,4,Carnets,Papeterie,199,17,Oui,Tchinda Jules,N/A,2025-06-22,Depot Central Douala,Centre Communautaire Ekité,2025-06-24,Nkeng Victor,5,Non,2025-08-14
293,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-03-23,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,628,Abena Serge,Aide-soignant,Enregistreur,Oui,2,Polio,Oui,1,Glacière,Froid,109,23,Non,Tchinda Jules,7.0,2024-03-22,Depot Central Douala,Centre Communautaire Ekité,2024-03-23,Abena Serge,4,Non,2024-05-15
294,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-03-23,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,628,Abena Serge,Aide-soignant,Enregistreur,Oui,2,Polio,Oui,2,Thermos,Froid,115,60,Oui,Tchinda Jules,7.3,2024-03-20,Depot Central Douala,Centre Communautaire Ekité,2024-03-22,Abena Serge,53,Non,2024-05-15
295,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-03-23,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,628,Abena Serge,Aide-soignant,Enregistreur,Oui,2,Polio,Oui,3,Kit seringues,Consumable,172,97,Oui,Tchinda Jules,N/A,2024-03-22,Depot Central Douala,Centre Communautaire Ekité,2024-03-24,Abena Serge,44,Non,2024-05-15
296,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-03-23,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,628,Abena Serge,Aide-soignant,Enregistreur,Oui,2,Polio,Oui,4,Carnets,Papeterie,104,94,Non,Tchinda Jules,N/A,2024-03-20,Depot Central Douala,Centre Communautaire Ekité,2024-03-21,Abena Serge,35,Non,2024-05-15
297,Zone 3,RUB-122024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-12-22,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,818,Ngono Claire,Relais communautaire,Mobilisateur,Oui,6,Rubéole,Non,1,Glacière,Froid,169,52,Oui,Tchinda Jules,6.1,2024-12-21,Depot Central Douala,Centre Communautaire Ekité,2024-12-23,Ngono Claire,31,Non,2025-02-24
298,Zone 3,RUB-122024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-12-22,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,818,Ngono Claire,Relais communautaire,Mobilisateur,Oui,6,Rubéole,Non,2,Thermos,Froid,176,116,Non,Tchinda Jules,3.4,2024-12-21,Depot Central Douala,Centre Communautaire Ekité,2024-12-22,Ngono Claire,112,Non,2025-02-24
299,Zone 3,RUB-122024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-12-22,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,818,Ngono Claire,Relais communautaire,Mobilisateur,Oui,6,Rubéole,Non,3,Kit seringues,Consumable,78,14,Non,Tchinda Jules,N/A,2024-12-21,Depot Central Douala,Centre Communautaire Ekité,2024-12-22,Ngono Claire,9,Non,2025-02-24
300,Zone 3,RUB-122024-LIT,Littoral,Edéa,Ekité,Centre Communautaire Ekité,LIT-COMM-03,2024-12-22,3.878337,9.74097,18,Facile,Moto,N/A,N/A,N/A,N/A,Actif,1,Tchinda Jules,818,Ngono Claire,Relais communautaire,Mobilisateur,Oui,6,Rubéole,Non,4,Carnets,Papeterie,122,102,Non,Tchinda Jules,N/A,2024-12-20,Depot Central Douala,Centre Communautaire Ekité,2024-12-21,Ngono Claire,18,Non,2025-02-24
301,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,CSI Nkongsamba Sud 2,LIT-NKON-05,2024-12-19,3.840398,9.721809,5,Facile,Voiture,QW 3883 SP,Non,Fotsing Claire,Oui,Inactif,1,Tchinda Jules,425,Mendomo Serge,Médecin,Vaccinateur,Oui,1,Rubéole,Non,1,Glacière,Froid,56,40,Oui,Tchinda Jules,6.6,2024-12-17,Depot Central Douala,CSI Nkongsamba Sud 2,2024-12-18,Mendomo Serge,13,Non,2025-02-14
302,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,CSI Nkongsamba Sud 2,LIT-NKON-05,2024-12-19,3.840398,9.721809,5,Facile,Voiture,QW 3883 SP,Non,Fotsing Claire,Oui,Inactif,1,Tchinda Jules,425,Mendomo Serge,Médecin,Vaccinateur,Oui,1,Rubéole,Non,2,Thermos,Froid,99,32,Non,Tchinda Jules,6.9,2024-12-17,Depot Central Douala,CSI Nkongsamba Sud 2,2024-12-18,Mendomo Serge,10,Non,2025-02-14
303,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,CSI Nkongsamba Sud 2,LIT-NKON-05,2024-12-19,3.840398,9.721809,5,Facile,Voiture,QW 3883 SP,Non,Fotsing Claire,Oui,Inactif,1,Tchinda Jules,425,Mendomo Serge,Médecin,Vaccinateur,Oui,1,Rubéole,Non,3,Kit seringues,Consumable,141,109,Oui,Tchinda Jules,N/A,2024-12-17,Depot Central Douala,CSI Nkongsamba Sud 2,2024-12-19,Mendomo Serge,3,Non,2025-02-14
304,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,CSI Nkongsamba Sud 2,LIT-NKON-05,2024-12-19,3.840398,9.721809,5,Facile,Voiture,QW 3883 SP,Non,Fotsing Claire,Oui,Inactif,1,Tchinda Jules,425,Mendomo Serge,Médecin,Vaccinateur,Oui,1,Rubéole,Non,4,Carnets,Papeterie,146,38,Non,Tchinda Jules,N/A,2024-12-17,Depot Central Douala,CSI Nkongsamba Sud 2,2024-12-19,Mendomo Serge,1,Non,2025-02-14
305,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,CSI Nkongsamba Sud 2,LIT-NKON-05,2024-12-02,3.840398,9.721809,5,Facile,Voiture,QW 3883 SP,Non,Fotsing Claire,Oui,Inactif,1,Tchinda Jules,898,Tchatchoua Alice,Aide-soignant,Enregistreur,Non,0,Rubéole,Non,1,Glacière,Froid,115,85,Oui,Tchinda Jules,3.7,2024-11-29,Depot Central Douala,CSI Nkongsamba Sud 2,2024-11-30,Tchatchoua Alice,63,Non,2025-01-25
306,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,CSI Nkongsamba Sud 2,LIT-NKON-05,2024-12-02,3.840398,9.721809,5,Facile,Voiture,QW 3883 SP,Non,Fotsing Claire,Oui,Inactif,1,Tchinda Jules,898,Tchatchoua Alice,Aide-soignant,Enregistreur,Non,0,Rubéole,Non,2,Thermos,Froid,140,13,Oui,Tchinda Jules,5.5,2024-11-30,Depot Central Douala,CSI Nkongsamba Sud 2,2024-12-02,Tchatchoua Alice,7,Non,2025-01-25
307,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,CSI Nkongsamba Sud 2,LIT-NKON-05,2024-12-02,3.840398,9.721809,5,Facile,Voiture,QW 3883 SP,Non,Fotsing Claire,Oui,Inactif,1,Tchinda Jules,898,Tchatchoua Alice,Aide-soignant,Enregistreur,Non,0,Rubéole,Non,3,Kit seringues,Consumable,92,57,Oui,Tchinda Jules,N/A,2024-11-29,Depot Central Douala,CSI Nkongsamba Sud 2,2024-12-01,Tchatchoua Alice,57,Non,2025-01-25
